Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Total_Expense,,,,,,
25368,31,1,Student,Tier_2,5074,1775,625,2693,1433,579,642,1236,1229,1702,567,7,1813,7814,241,114,52,114,261,45,9,88,17555,,,,,,
48813,45,2,Self_Employed,Tier_3,7322,0,2109,6615,2452,2011,2134,3361,1584,3154,656,14,6592,17415,1934,570,507,241,725,43,118,91,31398,,,,,,
40244,56,0,Self_Employed,Tier_1,12073,0,1979,5261,2500,1508,1977,2520,1220,0,1036,13,5071,10168,1072,464,144,105,283,28,0,135,30074,,,,,,
29254,53,0,Self_Employed,Tier_3,4388,0,1271,3288,1470,1407,784,1483,1451,0,721,9,2504,12991,718,399,373,176,202,48,0,107,16263,,,,,,
100365,28,3,Student,Tier_3,15055,0,3111,14191,5770,4984,3337,6335,3898,9190,1023,21,21485,33471,2334,1511,1347,801,451,126,307,275,66894,,,,,,
2795,58,0,Student,Tier_3,419,267,119,316,182,64,80,168,92,0,80,7,202,1007,94,53,10,14,36,0,0,12,1787,,,,,,
45110,57,0,Professional,Tier_2,9022,0,987,4670,2871,1288,914,3545,1610,0,935,10,4715,19268,980,166,352,68,1046,67,0,167,25842,,,,,,
53271,21,4,Retired,Tier_2,10654,0,1631,7173,3680,1424,2616,4103,1808,5056,889,10,5462,14238,1901,480,261,541,1008,74,198,135,39034,,,,,,
75096,23,0,Retired,Tier_1,22529,0,2396,8734,3819,2900,2856,3906,2669,0,1534,15,11226,23753,2420,746,833,671,830,64,0,170,51343,,,,,,
28483,55,2,Student,Tier_2,5697,4604,581,3081,1828,761,1242,1577,1329,2186,718,8,2170,4879,226,479,162,206,389,42,25,107,23604,,,,,,
35429,36,1,Retired,Tier_2,7086,0,1718,3855,2214,1702,1763,2172,1313,1979,543,7,2474,11083,328,469,210,340,246,32,64,86,24345,,,,,,
66020,48,2,Professional,Tier_2,13204,0,2240,6654,3780,2603,1587,5050,2360,4426,1698,14,9237,22417,1993,1055,309,260,1490,52,58,256,43602,,,,,,
98902,19,1,Student,Tier_2,19780,5316,4909,11396,6985,3431,2337,4935,3551,8549,2027,15,14423,25687,2207,1654,359,387,474,122,60,147,73216,,,,,,
23589,60,1,Retired,Tier_1,7077,1706,669,2685,1410,945,891,1346,911,2204,352,5,1295,3393,740,251,109,106,177,27,32,19,20196,,,,,,
37143,42,3,Self_Employed,Tier_2,7429,0,1834,4609,2409,1838,1538,1715,1382,3534,963,6,2073,9891,1066,379,382,379,405,39,28,208,27251,,,,,,
114899,58,0,Student,Tier_3,17235,0,4412,14244,6411,3861,3450,5612,4063,0,1849,17,19020,53763,2413,1176,682,396,443,139,0,244,61137,,,,,,
5485,28,3,Retired,Tier_2,1097,0,178,735,304,165,194,365,238,367,100,8,447,1742,181,79,10,38,62,9,16,7,3743,,,,,,
17274,63,1,Retired,Tier_2,3455,0,777,2170,1159,517,456,1229,554,1270,463,9,1610,5224,306,240,81,31,207,6,34,32,12050,,,,,,
96918,57,4,Professional,Tier_2,19384,0,3513,13635,5107,2680,3767,7542,4417,5369,2319,10,10033,29185,2571,1129,796,1004,1201,213,32,193,67733,,,,,,
71897,62,4,Professional,Tier_1,21569,0,3221,10333,5592,2415,1757,5367,2811,4020,1692,11,7720,13119,609,963,719,413,798,77,5,397,58777,,,,,,
45566,59,3,Self_Employed,Tier_1,13670,0,1603,5814,3609,1827,1365,3357,1471,4394,1132,15,6608,7324,1460,318,494,235,860,73,12,142,38242,,,,,,
20954,61,3,Self_Employed,Tier_2,4191,0,682,2983,1133,1018,428,1404,925,1820,610,9,1981,5760,216,177,295,91,94,36,50,59,15194,,,,,,
14817,38,0,Self_Employed,Tier_1,4445,1847,567,2215,818,432,495,1109,603,0,351,8,1173,1934,188,54,95,129,169,18,0,37,12882,,,,,,
18694,20,3,Professional,Tier_3,2804,0,798,2488,1224,573,498,1372,600,1121,401,9,1672,6816,229,325,170,135,246,10,14,104,11879,,,,,,
103503,19,3,Retired,Tier_3,15526,5548,2216,11339,6022,5071,2121,4859,3647,6546,1123,21,21582,39487,2605,894,972,418,604,120,122,256,64018,,,,,,
18146,28,2,Student,Tier_2,3629,1189,582,2299,1049,395,870,951,701,1355,534,6,1084,4592,192,133,48,160,237,2,47,145,13554,,,,,,
32536,41,3,Student,Tier_2,6507,3182,815,3353,2291,1613,913,2283,1394,2630,558,6,2099,6995,237,410,453,254,664,29,92,60,25539,,,,,,
16416,41,3,Professional,Tier_2,3283,1410,796,2281,1202,503,805,1041,517,1423,172,6,934,2981,294,296,29,227,102,10,46,48,13433,,,,,,
58875,38,2,Professional,Tier_2,11775,0,2894,6012,3810,2264,2629,3241,2432,5101,881,13,7859,17836,1030,754,370,439,895,121,221,75,41039,,,,,,
19496,42,1,Professional,Tier_1,5849,2030,922,2420,1125,567,863,803,800,1835,245,9,1791,2037,351,160,63,122,122,14,5,22,17459,,,,,,
27747,21,1,Professional,Tier_1,8324,0,982,4066,2137,897,1232,2106,1038,2188,797,10,2771,3979,1168,150,190,362,569,47,53,170,23767,,,,,,
7803,57,2,Student,Tier_2,1561,1275,333,1111,555,207,185,500,322,700,219,6,447,835,193,122,24,21,119,16,18,46,6968,,,,,,
8252,60,0,Self_Employed,Tier_3,1238,682,393,846,578,203,361,569,276,0,187,6,493,2921,221,84,14,20,81,14,0,52,5333,,,,,,
30185,64,3,Student,Tier_1,9055,4343,1393,3595,2080,1485,1358,2132,1200,2301,345,10,898,898,1014,482,312,296,200,58,85,75,29287,,,,,,
10392,40,0,Professional,Tier_2,2078,1893,375,1209,797,396,273,614,481,0,167,6,592,2111,147,198,29,47,32,1,0,44,8283,,,,,,
161623,41,4,Self_Employed,Tier_3,24243,15466,3954,16737,8953,3636,7730,12043,6147,9553,4287,15,24835,48874,2835,1079,204,1337,1036,307,199,1144,112749,,,,,,
5766,38,0,Student,Tier_1,1730,0,273,609,393,166,161,276,192,0,144,8,436,1824,167,28,40,14,61,7,0,27,3944,,,,,,
15817,19,3,Professional,Tier_2,3163,0,706,2028,1031,700,765,1088,584,863,227,6,925,4660,133,237,70,140,86,27,4,28,11155,,,,,,
30404,40,1,Professional,Tier_3,4561,0,974,3534,1974,1066,725,1736,943,1970,674,7,2092,12245,403,459,75,38,429,44,89,104,18157,,,,,,
22401,32,3,Retired,Tier_2,4480,0,760,2288,1203,929,1110,1271,708,1796,238,8,1887,7617,564,285,98,244,302,21,50,12,14783,,,,,,
12402,43,3,Retired,Tier_1,3721,0,616,1768,686,279,615,811,521,972,348,7,832,2065,488,44,41,49,227,24,37,74,10337,,,,,,
13941,43,3,Professional,Tier_2,2788,0,530,1774,924,441,413,732,522,699,223,10,1361,4894,427,210,39,118,58,23,34,43,9046,,,,,,
13581,45,0,Student,Tier_2,2716,780,341,1836,786,639,550,705,663,0,368,6,795,4198,245,170,109,122,182,3,0,33,9384,,,,,,
23851,43,1,Retired,Tier_2,4770,0,594,3215,1870,815,1168,1562,981,2117,709,7,1733,6051,211,327,47,103,448,21,59,179,17801,,,,,,
142985,62,1,Student,Tier_1,42896,20690,3138,14868,7992,3943,4489,8512,4971,8669,1635,15,21182,21182,4296,1978,1146,1251,778,47,43,406,121803,,,,,,
31930,19,0,Student,Tier_2,6386,0,1202,3200,2126,677,1444,2196,1401,0,882,8,2699,12416,621,385,159,219,342,43,0,218,19514,,,,,,
77286,52,0,Retired,Tier_2,15457,0,1608,10993,4839,2754,1975,4070,3497,0,800,12,9581,31292,2286,682,474,315,787,90,0,117,45993,,,,,,
45005,49,0,Professional,Tier_3,6751,0,2003,6687,3008,1847,1982,2146,1726,0,884,11,5081,17972,720,454,466,207,416,42,0,66,27034,,,,,,
73134,47,4,Retired,Tier_2,14627,0,2161,9356,4713,2432,1654,4860,2984,6542,1655,13,9212,22150,2241,1381,207,477,671,104,77,168,50984,,,,,,
3194,63,4,Student,Tier_2,639,503,97,402,184,77,91,132,148,226,69,9,272,626,61,27,6,24,11,2,10,10,2568,,,,,,
23515,37,3,Self_Employed,Tier_1,7054,0,1007,2492,1845,836,860,1354,1007,1842,638,7,1566,4580,139,196,121,123,159,16,47,122,18935,,,,,,
85362,30,4,Retired,Tier_3,12804,0,1978,10922,4587,2843,2293,3771,3724,8046,921,15,12718,33473,2698,1161,831,205,982,83,3,96,51889,,,,,,
18988,44,0,Self_Employed,Tier_1,5696,2307,681,1919,1008,857,408,1369,783,0,231,7,1361,3729,211,190,45,107,404,18,0,44,15259,,,,,,
122876,40,0,Professional,Tier_1,36863,0,3821,17145,9645,5514,5576,7491,5418,0,1556,25,29848,29848,3820,1441,439,1605,1271,74,0,328,93029,,,,,,
98328,33,0,Retired,Tier_1,29498,0,2264,12386,6173,3019,3421,7495,3761,0,1246,15,14628,29065,2302,1392,747,774,666,84,0,220,69263,,,,,,
20612,48,1,Self_Employed,Tier_3,3092,0,596,2800,1305,668,800,871,707,1249,505,6,1294,8021,245,337,98,68,79,3,42,77,12593,,,,,,
20059,29,1,Professional,Tier_2,4012,2291,780,2484,1143,527,993,1156,791,1054,596,6,1128,4231,440,146,43,162,248,2,36,56,15827,,,,,,
13334,50,4,Student,Tier_3,2000,0,532,1827,875,374,590,972,603,759,135,5,727,4667,542,116,101,33,132,25,20,27,8667,,,,,,
18129,55,2,Professional,Tier_1,5439,2936,431,2313,1030,802,389,1150,606,1012,334,7,1279,1687,141,255,194,59,75,29,34,32,16442,,,,,,
11191,62,2,Professional,Tier_2,2238,0,539,1418,878,541,557,834,339,616,122,8,919,3108,249,227,95,154,127,8,27,12,8082,,,,,,
42277,49,0,Student,Tier_2,8455,0,1078,5012,2241,1912,2105,1847,1514,0,763,11,4736,17351,1171,601,573,626,363,70,0,53,24927,,,,,,
9359,19,1,Professional,Tier_2,1872,0,373,1070,568,273,429,583,318,892,186,8,727,2795,278,161,61,93,43,10,22,20,6564,,,,,,
48627,40,3,Retired,Tier_2,9725,0,1447,6725,3176,1883,2243,3759,2031,2435,1221,11,5268,13983,1673,208,361,230,777,47,100,347,34645,,,,,,
49584,49,4,Professional,Tier_2,9917,0,2037,6720,3769,1771,2283,2017,1606,3396,583,11,5400,15485,1824,869,101,172,181,76,7,95,34099,,,,,,
7943,32,1,Self_Employed,Tier_3,1191,0,353,1152,406,298,305,555,252,508,155,8,625,2768,253,35,76,44,76,0,3,25,5175,,,,,,
103653,57,0,Professional,Tier_2,20731,0,2324,14443,6918,2559,2624,7417,3228,0,1773,18,18200,41636,1134,1547,385,585,713,80,0,484,62017,,,,,,
45245,58,0,Self_Employed,Tier_3,6787,5089,1987,4691,2439,2090,1655,2559,1921,0,974,12,5616,15054,823,455,126,446,707,58,0,273,30192,,,,,,
54650,57,2,Professional,Tier_2,10930,0,1291,8072,2887,1965,2381,2765,1909,4974,1598,12,6584,15877,2015,794,129,339,806,60,245,198,38772,,,,,,
16351,25,0,Retired,Tier_3,2453,0,582,2248,1280,542,816,770,495,0,477,10,1635,6689,169,273,126,51,151,15,0,26,9663,,,,,,
49358,60,0,Student,Tier_2,9872,0,1488,5789,2511,1792,2126,3500,1848,0,1196,13,6186,19238,727,378,275,372,387,70,0,80,30122,,,,,,
73870,39,3,Student,Tier_2,14774,0,2158,9770,4279,3084,3347,4137,2448,4683,1331,11,7988,23859,808,1088,356,735,308,97,203,394,50011,,,,,,
27724,55,4,Self_Employed,Tier_1,8317,1406,681,3832,2167,1033,1029,1839,1056,1905,723,9,2422,3736,817,197,65,228,362,49,40,189,23988,,,,,,
148820,51,3,Professional,Tier_3,22323,0,5997,15898,9115,6031,3076,6065,5246,14753,4010,16,23444,56306,1047,1546,1550,227,514,45,690,488,92514,,,,,,
31076,18,2,Professional,Tier_1,9323,0,904,4609,1897,708,1517,1328,1421,2822,514,9,2674,6034,315,293,62,441,296,48,13,54,25043,,,,,,
74726,27,1,Retired,Tier_1,22418,13711,2628,9903,4430,2171,3210,5024,3380,4403,1484,14,1965,1965,2700,240,575,865,572,47,81,235,72762,,,,,,
37925,57,2,Professional,Tier_2,7585,0,776,3830,2182,1348,1105,1872,1739,1944,467,6,2191,15077,546,400,128,137,550,70,78,99,22848,,,,,,
47924,33,0,Self_Employed,Tier_2,9585,4216,1827,6118,2668,1998,1184,2174,2077,0,538,15,7019,15538,1701,797,449,243,373,73,0,131,32385,,,,,,
7878,41,4,Self_Employed,Tier_2,1576,0,318,864,451,304,170,422,360,689,225,8,610,2500,164,49,91,36,54,9,21,61,5379,,,,,,
40368,63,0,Retired,Tier_2,8074,0,883,4544,2057,899,913,3117,1706,0,918,13,5141,17257,239,325,82,58,170,2,0,232,23111,,,,,,
16663,41,4,Self_Employed,Tier_2,3333,2354,599,1724,1010,786,534,935,765,1197,233,8,1410,3193,403,115,211,117,201,27,41,43,13470,,,,,,
15242,31,4,Self_Employed,Tier_3,2286,2030,631,1842,785,537,334,961,495,1416,298,9,1380,3625,384,45,138,45,228,11,19,56,11615,,,,,,
121083,43,4,Retired,Tier_2,24217,0,2936,13710,8299,5391,4638,8082,5244,6267,2726,22,27224,39573,813,561,1001,912,611,40,213,172,81510,,,,,,
25284,56,1,Self_Employed,Tier_3,3793,0,539,3586,1868,1238,1197,1544,1028,2146,486,8,1950,7861,1057,337,86,180,359,47,43,28,17425,,,,,,
13444,35,2,Self_Employed,Tier_2,2689,0,347,1923,735,326,411,974,434,1179,234,9,1266,4193,375,197,63,86,142,20,9,70,9252,,,,,,
22508,37,1,Student,Tier_1,6753,0,688,2281,1668,901,563,1664,1038,1943,507,9,1987,4504,524,164,70,134,447,46,83,54,18006,,,,,,
10600,58,1,Retired,Tier_2,2120,0,348,1469,547,389,307,690,394,1042,218,8,808,3077,238,54,67,90,197,10,5,35,7524,,,,,,
94472,53,1,Student,Tier_1,28342,11997,2096,9630,5931,2310,3845,6667,3973,7991,1817,12,9873,9873,1873,1696,472,412,1204,182,43,509,84599,,,,,,
17196,41,3,Professional,Tier_3,2579,1495,849,2104,1295,566,373,1173,624,1512,248,8,1392,4376,372,131,146,107,268,10,50,15,12818,,,,,,
45816,43,3,Retired,Tier_2,9163,7378,1864,4820,3259,1024,1024,2094,1726,2523,559,14,6571,10382,805,184,254,262,479,71,43,119,35434,,,,,,
88773,46,3,Professional,Tier_2,17755,7715,2132,11367,5497,2110,1798,5332,3401,5538,1684,13,11406,24446,1056,522,444,244,1257,93,163,353,64329,,,,,,
20107,39,1,Self_Employed,Tier_1,6032,3837,883,2972,1435,443,581,1180,690,1813,559,6,0,-319,337,206,41,111,172,21,68,156,20425,,,,,,
45916,28,0,Student,Tier_2,9183,0,1359,5121,2418,1761,1022,2105,1922,0,543,11,5166,20483,1279,696,501,195,558,95,0,155,25434,,,,,,
13159,58,3,Self_Employed,Tier_2,2632,1764,411,1868,733,516,514,583,492,1217,309,9,1222,2119,359,142,107,64,144,8,32,50,11039,,,,,,
212260,28,3,Student,Tier_1,63678,0,4707,29543,15447,7671,8788,8941,7789,18884,5424,22,41387,41387,8301,4180,1475,441,2299,43,790,769,170872,,,,,,
63453,20,1,Student,Tier_3,9518,10502,2074,8756,4090,2525,2544,2713,2113,4216,1035,12,7791,13367,607,1216,453,369,440,37,7,236,50086,,,,,,
25716,38,2,Student,Tier_2,5143,4158,574,2915,1538,1152,608,1118,807,1559,412,7,1692,5732,825,139,137,180,151,32,47,57,19984,,,,,,
16166,28,0,Student,Tier_1,4850,0,653,2117,850,431,528,945,670,0,254,7,1149,4868,434,83,52,135,105,19,0,42,11298,,,,,,
27385,25,4,Self_Employed,Tier_2,5477,0,830,2856,1689,1146,1174,1314,1029,2705,619,6,1553,8548,605,101,291,351,144,8,71,87,18839,,,,,,
22856,48,4,Self_Employed,Tier_1,6857,0,660,2838,1354,541,646,1611,1143,1935,300,7,1625,4970,602,176,68,86,164,54,48,73,17885,,,,,,
143101,27,0,Self_Employed,Tier_2,28620,27940,5645,20892,7728,5395,4022,6418,5523,0,3874,24,27044,27044,2500,1129,289,1130,1031,41,0,264,116057,,,,,,
11255,23,1,Student,Tier_1,3376,0,457,1413,737,499,296,663,452,588,210,6,691,2563,336,152,76,63,114,4,10,51,8691,,,,,,
33416,34,2,Professional,Tier_2,6683,0,1309,3398,1821,1656,719,2152,1394,3163,707,8,2802,10415,504,114,375,148,162,14,9,121,23002,,,,,,
29563,55,2,Self_Employed,Tier_2,5913,0,1291,3988,2267,1080,1377,1354,1301,1787,818,7,2161,8387,819,356,176,165,203,1,79,121,21176,,,,,,
27310,24,4,Self_Employed,Tier_3,4097,0,1069,3923,2181,618,1258,1286,1136,1754,580,8,2135,9409,462,222,122,108,176,23,55,67,17902,,,,,,
27503,49,2,Retired,Tier_1,8251,3571,1330,3021,1503,908,1332,1361,1169,2135,631,7,2034,2291,322,423,215,369,382,57,53,69,25212,,,,,,
27340,30,4,Professional,Tier_1,8202,0,1011,2950,1476,909,1338,1632,843,2486,486,9,2509,6007,417,425,96,296,459,3,16,113,21333,,,,,,
60319,23,3,Self_Employed,Tier_1,18096,0,2808,6117,3890,2118,1260,3047,2394,4593,900,14,8228,15097,1673,290,460,366,440,55,98,170,45223,,,,,,
48832,20,1,Self_Employed,Tier_1,14650,2845,2385,6745,3875,1912,2262,3875,2150,3671,608,13,3854,3854,780,529,435,340,367,59,100,42,44978,,,,,,
41944,44,2,Retired,Tier_2,8389,0,1045,6106,2659,1881,862,2746,2007,3417,964,14,5808,11868,404,255,431,201,604,15,5,196,30076,,,,,,
2649,62,1,Student,Tier_2,530,0,107,330,165,127,111,159,107,163,69,5,138,783,43,22,37,19,37,3,5,19,1868,,,,,,
38131,59,3,Professional,Tier_1,11439,0,1513,4343,2999,1729,1439,1590,1533,2696,729,7,2587,8120,351,481,328,402,121,16,28,112,30010,,,,,,
7978,43,0,Professional,Tier_1,2393,504,368,1167,507,321,201,637,259,0,94,6,491,1526,106,114,53,27,73,6,0,22,6451,,,,,,
50312,21,0,Retired,Tier_2,10062,0,1515,5530,3720,1132,1027,3033,2395,0,1070,11,5453,20827,1641,649,140,91,808,55,0,186,29484,,,,,,
97592,54,0,Professional,Tier_2,19518,0,3105,11826,6157,2565,4129,6536,4741,0,1755,14,13465,37259,1010,554,580,886,1383,198,0,249,60332,,,,,,
14299,38,4,Self_Employed,Tier_2,2860,0,306,2076,1016,677,593,849,455,945,415,6,807,4106,465,157,157,78,110,3,38,105,10192,,,,,,
24332,45,4,Professional,Tier_3,3650,2522,1046,3635,1888,949,590,1832,736,1485,546,6,1489,5453,399,177,70,103,401,2,55,70,18879,,,,,,
18573,35,0,Retired,Tier_2,3715,0,520,2103,1290,844,760,1422,843,0,313,9,1718,6762,431,222,98,115,408,16,0,93,11810,,,,,,
80604,49,3,Student,Tier_2,16121,8386,3858,11895,6377,3066,3794,4973,3206,7116,890,11,8664,10921,1545,990,895,537,489,99,310,180,69682,,,,,,
32370,56,4,Retired,Tier_1,9711,0,1291,4016,2331,1403,1042,2290,1316,3165,956,6,1818,4849,750,580,414,95,451,8,38,66,27521,,,,,,
119565,50,0,Professional,Tier_2,23913,9876,3584,15759,6205,5154,5045,7093,5696,0,1279,17,20733,35961,1552,606,953,1131,1104,138,0,322,83604,,,,,,
41771,43,1,Retired,Tier_3,6266,0,1861,5764,2138,1916,1615,2384,1785,4052,762,12,5087,13228,1159,588,150,355,714,44,164,176,28543,,,,,,
36421,34,0,Retired,Tier_3,5463,6879,1621,4318,1978,823,904,1940,1267,0,796,5,1958,10431,598,136,191,46,353,29,0,168,25989,,,,,,
31682,46,0,Professional,Tier_2,6336,3833,787,4490,1720,1496,1096,1545,1425,0,839,7,2241,8114,244,410,391,294,373,55,0,116,23567,,,,,,
57719,37,1,Student,Tier_1,17316,0,2093,8436,2934,2881,1934,3711,2223,3278,912,12,6685,12002,1291,673,259,511,342,104,123,171,45718,,,,,,
7471,47,4,Self_Employed,Tier_3,1121,0,152,1032,457,201,163,444,294,383,166,10,736,3058,217,59,25,28,128,12,11,41,4413,,,,,,
32120,22,1,Retired,Tier_1,9636,0,974,3399,2563,1261,1448,1428,1529,2114,460,5,1655,7307,590,529,187,257,187,11,15,103,24812,,,,,,
28365,23,4,Student,Tier_1,8510,0,1158,2912,1915,611,862,1647,958,2465,553,5,1421,6775,652,485,156,117,364,7,82,150,21591,,,,,,
53599,59,3,Student,Tier_1,16080,9937,1603,6168,3869,2448,1798,3065,2215,3197,690,13,2530,2530,1532,201,682,267,227,78,140,184,51070,,,,,,
25817,27,4,Retired,Tier_2,5163,0,620,3580,1641,608,843,1577,837,1378,601,7,1879,8969,223,330,113,77,357,30,20,170,16848,,,,,,
13069,23,2,Professional,Tier_2,2614,761,488,1868,723,353,327,626,622,1102,236,7,977,3350,102,81,99,39,124,19,6,33,9720,,,,,,
30177,27,4,Professional,Tier_1,9053,0,1474,3636,1827,1139,1299,1898,1436,2430,746,10,3001,5238,824,453,136,180,426,47,37,140,24938,,,,,,
12615,59,2,Retired,Tier_2,2523,0,409,1339,715,630,481,530,624,1235,285,8,1024,3845,149,44,186,102,140,2,38,82,8771,,,,,,
6430,38,4,Professional,Tier_2,1286,657,306,883,428,295,195,478,206,481,187,8,484,1028,225,43,53,12,24,8,19,35,5402,,,,,,
53672,61,1,Professional,Tier_3,8051,0,2532,7624,3436,2466,1130,3049,2636,4504,1008,11,6093,17237,646,830,664,96,780,96,154,120,36436,,,,,,
47677,21,4,Student,Tier_2,9535,4955,1910,5028,3604,2016,985,3102,2162,3809,522,12,5813,10048,1208,891,238,121,890,17,137,130,37628,,,,,,
43592,30,0,Self_Employed,Tier_3,6539,0,964,5285,2456,1786,1193,2065,2140,0,1005,13,5616,20158,682,654,234,221,237,6,0,137,23433,,,,,,
85076,27,4,Self_Employed,Tier_2,17015,4735,3370,11239,5716,2226,2110,5216,3405,4388,2054,11,9190,23601,1369,997,388,304,1531,67,197,268,61474,,,,,,
17622,33,1,Professional,Tier_1,5287,2593,665,2426,892,698,718,740,777,1621,400,6,805,805,638,150,106,168,177,5,20,97,16817,,,,,,
9548,36,1,Professional,Tier_1,2864,0,357,1409,706,220,320,554,382,865,133,10,921,1736,129,95,40,44,92,7,13,15,7810,,,,,,
28365,23,4,Retired,Tier_2,5673,0,855,3120,1895,934,866,1625,869,1649,324,5,1485,10555,862,222,148,153,163,26,8,54,17810,,,,,,
22719,43,4,Professional,Tier_3,3408,0,966,3305,1180,968,614,1657,778,1707,349,6,1303,7788,733,91,259,176,364,30,57,89,14932,,,,,,
15292,26,4,Retired,Tier_1,4588,1090,711,2178,1139,603,705,1223,603,1171,446,6,835,835,580,333,159,38,341,20,9,67,14457,,,,,,
28144,63,3,Self_Employed,Tier_3,4222,0,1133,3522,1460,1140,684,2197,1276,2471,732,9,2558,9308,409,243,126,103,161,9,40,101,18837,,,,,,
18392,27,2,Student,Tier_2,3678,1876,449,2383,1157,427,661,1064,585,1604,190,8,1487,4316,657,251,90,44,296,13,13,19,14074,,,,,,
6906,57,4,Retired,Tier_1,2072,1362,301,932,525,223,271,406,278,436,138,5,0,-38,155,32,38,28,21,11,21,24,6944,,,,,,
21079,20,4,Student,Tier_1,6324,3995,521,3053,1091,1006,734,1190,900,1564,427,10,274,274,460,173,57,63,155,16,55,42,20805,,,,,,
12087,36,2,Self_Employed,Tier_1,3626,1078,532,1544,696,556,582,967,497,755,220,10,1033,1033,322,181,112,57,55,16,14,23,11053,,,,,,
36108,52,0,Student,Tier_2,7222,3511,1381,4004,2139,1442,1636,2757,1414,0,419,9,3196,10183,1050,629,232,197,159,53,0,47,25925,,,,,,
17750,63,3,Self_Employed,Tier_2,3550,0,537,2154,1181,674,754,1310,718,1463,330,5,919,5077,409,219,138,71,141,20,7,43,12671,,,,,,
73003,23,3,Student,Tier_2,14601,0,2701,8512,4725,1553,2881,5550,3625,5060,956,12,8562,22839,2011,264,244,145,736,155,205,97,50164,,,,,,
108233,46,0,Student,Tier_1,32470,0,4838,15960,8155,4591,2780,6376,5192,0,2963,22,23904,24909,2895,1558,1372,690,321,23,0,452,83325,,,,,,
51661,36,2,Professional,Tier_2,10332,0,1826,5428,3973,1788,2080,2331,1680,4891,615,13,6798,16717,1063,413,521,497,355,25,171,32,34944,,,,,,
8674,61,2,Self_Employed,Tier_2,1735,0,297,1069,525,262,321,534,331,443,254,9,800,2904,286,30,45,49,134,3,21,40,5771,,,,,,
100018,32,1,Retired,Tier_1,30006,0,2637,14942,7701,2852,4791,7359,3086,6796,1861,24,17988,17988,2834,1851,685,1167,770,9,38,488,82031,,,,,,
105824,55,2,Self_Employed,Tier_3,15874,13868,3278,13252,6538,3340,3177,4241,3927,9255,2572,18,19061,26503,2449,1402,345,930,1085,107,29,315,79322,,,,,,
30454,38,3,Professional,Tier_1,9136,2829,1084,3709,2235,1512,841,1477,1054,1686,332,7,2119,4557,231,465,101,158,431,30,36,23,25895,,,,,,
86448,61,1,Retired,Tier_2,17290,13733,2025,11512,5838,2015,3993,3832,2818,7063,1470,10,8967,14860,1694,1460,391,972,380,109,308,336,71589,,,,,,
19295,56,4,Professional,Tier_1,5789,2606,798,2147,1436,441,586,1055,631,1162,407,7,1301,2237,164,219,81,121,119,23,51,84,17058,,,,,,
6741,40,4,Self_Employed,Tier_1,2022,815,316,959,460,177,287,443,209,637,78,10,338,338,90,41,29,45,33,1,8,21,6403,,,,,,
16329,37,4,Self_Employed,Tier_2,3266,0,714,2022,1207,650,524,984,785,876,486,7,1163,4818,396,185,105,111,221,21,9,55,11514,,,,,,
119658,59,1,Professional,Tier_2,23932,0,4139,14438,8067,3239,3465,6409,5691,9256,2497,23,27548,38527,1861,1721,590,746,626,8,124,422,81133,,,,,,
9101,19,3,Retired,Tier_1,2730,0,184,1103,487,442,307,702,362,569,252,7,655,1962,58,122,111,66,80,0,2,25,7138,,,,,,
29989,62,2,Self_Employed,Tier_2,5998,5806,1010,4023,2209,678,1138,1913,960,1666,318,9,2770,4268,687,147,52,327,199,33,83,85,25719,,,,,,
30831,49,1,Professional,Tier_2,6166,2547,731,4096,2182,884,685,1730,1465,3040,872,8,2519,6430,815,221,129,78,335,73,41,96,24398,,,,,,
19902,64,3,Self_Employed,Tier_2,3980,3558,841,2500,1459,733,613,933,930,1346,299,5,1049,2709,507,346,46,67,248,1,58,44,17192,,,,,,
21039,45,2,Professional,Tier_3,3156,3347,501,2731,1113,856,671,1658,900,1427,421,9,1918,4258,172,242,86,44,452,33,3,93,16781,,,,,,
31785,21,0,Self_Employed,Tier_2,6357,2548,753,4555,2247,1315,1211,1301,1450,0,824,6,1854,9223,555,340,214,147,123,37,0,223,22561,,,,,,
19134,24,3,Self_Employed,Tier_3,2870,1487,677,2686,1402,551,911,1416,739,1285,404,9,1730,4706,211,201,133,239,136,15,49,73,14428,,,,,,
9617,20,0,Student,Tier_2,1923,1314,262,1213,588,281,438,654,342,0,211,9,880,2391,219,162,18,75,36,3,0,24,7226,,,,,,
35631,42,4,Retired,Tier_3,5345,2209,971,5223,2800,1563,1390,2673,1350,2235,681,6,2311,9191,1146,465,400,351,557,22,56,163,26440,,,,,,
70802,26,4,Self_Employed,Tier_2,14160,8647,3454,8710,4979,3114,2429,4736,2918,6884,1986,13,8784,8784,1241,1041,930,238,1367,63,247,398,62017,,,,,,
60151,40,3,Retired,Tier_1,18045,0,1734,6943,3114,2032,1353,3828,2366,4804,875,13,7679,15055,999,284,298,306,610,45,61,259,45094,,,,,,
